pos	gpos	p1	ihh1	p2	ihh2	xpehh	normxpehh	crit
scaffold164_134812	134812	134812	0.075	31590.8	0.15	23468.2	0.29722	0.14183	0
scaffold164_175778	175778	175778	0.175	32416.2	0.175	25099	0.255832	0.044999	0
scaffold164_175820	175820	175820	0.6	25624.2	0.425	16931.8	0.414343	0.415849	0
scaffold164_175998	175998	175998	0.15	40722.1	0.2	28423.4	0.359559	0.287677	0
scaffold164_176054	176054	176054	0.15	40722.1	0.175	30042	0.304174	0.158099	0
scaffold164_268590	268590	268590	0.1	45556.1	0.2	33541.1	0.306172	0.162774	0
scaffold164_279612	279612	279612	0.05	46279.4	0.175	34095	0.305547	0.161312	0
scaffold164_279652	279652	279652	0.05	46279.4	0.175	34095	0.305547	0.161312	0
scaffold164_279825	279825	279825	0.275	37221.8	0.325	28679.3	0.260718	0.0564302	0
scaffold164_279830	279830	279830	0.275	37221.8	0.325	28679.3	0.260718	0.0564302	0
scaffold164_941924	941924	941924	0.125	40957.9	0.15	40630.4	0.00802797	-0.53476	0
scaffold164_941995	941995	941995	0.05	40808.5	0.05	40409.8	0.00981838	-0.530571	0
scaffold164_942000	942000	942000	0.075	40822.8	0.075	40321.2	0.0123638	-0.524616	0
scaffold164_942207	942207	942207	0.075	40822.8	0.1	40366.6	0.011238	-0.52725	0
scaffold164_942220	942220	942220	0.125	40803.6	0.2	37163.8	0.0934363	-0.33494	0
scaffold164_942252	942252	942252	0.1	41432.9	0.125	39503	0.0476991	-0.441946	0
scaffold164_942253	942253	942253	0.05	42924	0.075	41250.9	0.0397571	-0.460527	0
scaffold164_942269	942269	942269	0.15	34441.6	0	42752	-0.216151	-1.05925	0
scaffold164_978559	978559	978559	0.1	32386.8	0.125	37782.1	-0.154084	-0.914035	0
scaffold164_978596	978596	978596	0.1	32386.8	0.125	37782.1	-0.154084	-0.914035	0
scaffold165_8123	8123	8123	0.825	28646.2	0.3	9091.01	1.14774	2.1317	1
scaffold165_8354	8354	8354	0	39962	0.15	13895.4	1.05637	1.91793	0
scaffold165_8399	8399	8399	0	40803.9	0.275	20294.5	0.698427	1.08049	0
scaffold165_8425	8425	8425	0	40803.9	0.275	20294.5	0.698427	1.08049	0
scaffold165_159549	159549	159549	0	40803.9	0.1	28505.2	0.358693	0.285651	0
scaffold165_159751	159751	159751	0	40803.9	0.1	28505.2	0.358693	0.285651	0
scaffold165_250191	250191	250191	0.475	25223.3	0.375	20290.1	0.217633	-0.0443709	0
scaffold165_250201	250201	250201	0.475	22019.1	0.475	16514.6	0.287662	0.119468	0
scaffold165_250234	250234	250234	0.525	23974.6	0.375	18837.2	0.241163	0.0106796	0
scaffold165_250251	250251	250251	0.525	22484.9	0.4	18778.4	0.180138	-0.132094	0
scaffold165_350511	350511	350511	0.15	29134.2	0.15	22157.3	0.273746	0.0869104	0
scaffold165_350533	350533	350533	0.125	27536	0.15	22157.3	0.21733	-0.0450798	0
scaffold165_350558	350558	350558	0.075	26067.9	0.325	20913.8	0.220299	-0.0381335	0
scaffold165_350564	350564	350564	0.15	23408.3	0.05	26632.2	-0.129033	-0.855426	0
scaffold165_350582	350582	350582	0.125	23347.1	0.05	26321.2	-0.119903	-0.834066	0
scaffold165_350617	350617	350617	0.225	25033	0.05	27225.3	-0.0839507	-0.749952	0
scaffold165_350623	350623	350623	0.225	28444.4	0.025	27631.4	0.0290012	-0.485691	0
scaffold165_360236	360236	360236	0.05	34723.6	0.275	21363	0.485759	0.582933	0
scaffold165_360287	360287	360287	0.675	28176.4	0.075	18956.4	0.396341	0.373732	0
scaffold165_360306	360306	360306	0.725	28189.5	0.375	18383.6	0.427488	0.446603	0
scaffold165_360468	360468	360468	0.95	27965.3	0.475	17055.9	0.494471	0.603316	0
scaffold165_360493	360493	360493	0.075	27635.7	0.075	16655.1	0.506395	0.631213	0
scaffold165_360507	360507	360507	0.675	27765.5	0.075	16852.6	0.499292	0.614595	0
scaffold165_360527	360527	360527	0.95	28502	0.475	17275.2	0.500705	0.617901	0
scaffold165_360562	360562	360562	0.125	28557.3	0.025	20081.4	0.352117	0.270266	0
scaffold165_360780	360780	360780	0.725	29640	0.325	20764.9	0.355863	0.27903	0
scaffold165_360792	360792	360792	0.725	29640	0.325	20764.9	0.355863	0.27903	0
scaffold165_397417	397417	397417	0.1	32947.7	0.3	20507.5	0.474131	0.555729	0
scaffold165_397430	397430	397430	0.7	29949.3	0.05	20637.6	0.372388	0.317692	0
scaffold165_397456	397456	397456	0.9	28851.2	0.225	16778.3	0.542069	0.714675	0
scaffold165_397469	397469	397469	0.175	29630.7	0.15	17662.4	0.517372	0.656895	0
scaffold165_397475	397475	397475	0	30611.8	0.475	19023.8	0.475696	0.55939	0
scaffold165_397483	397483	397483	0.7	30605.7	0.05	28367	0.0759591	-0.375829	0
scaffold165_397727	397727	397727	0.7	30605.7	0.05	28367	0.0759591	-0.375829	0
scaffold165_432867	432867	432867	0	36903	0.125	24104.6	0.42589	0.442864	0
scaffold165_432902	432902	432902	0.15	33602.9	0.35	15837.5	0.752234	1.20637	0
scaffold165_433160	433160	433160	0.15	33602.9	0.325	15448.9	0.777075	1.26449	0
scaffold165_433178	433178	433178	0.125	27123.3	0	17379	0.445134	0.487888	0
scaffold165_433198	433198	433198	0.775	24023.2	0.475	16555	0.372336	0.31757	0
scaffold165_446257	446257	446257	0	28188.8	0.225	18864	0.401671	0.386202	0
scaffold165_446261	446261	446261	0.225	17906.7	0.25	17886.9	0.00110573	-0.550955	0
scaffold165_446262	446262	446262	0.225	17906.7	0.25	17886.9	0.00110573	-0.550955	0
scaffold165_446275	446275	446275	0.075	17639.3	0.175	15108.2	0.154896	-0.19115	0
scaffold165_446293	446293	446293	0.175	16174.4	0.175	16963.2	-0.0476153	-0.664942	0
scaffold165_446514	446514	446514	0.225	14783.6	0.025	20672.9	-0.335305	-1.33802	0
scaffold165_446518	446518	446518	0.1	20121.7	0.275	21336.1	-0.0585997	-0.690641	0
scaffold165_446534	446534	446534	0.075	24660.5	0.05	34942.4	-0.348497	-1.36888	0
scaffold165_446542	446542	446542	0.175	29189.2	0.175	37653.3	-0.254621	-1.14925	0
scaffold165_538530	538530	538530	0.15	36430.3	0.025	51011.5	-0.33665	-1.34116	0
scaffold165_590522	590522	590522	0.3	32084.5	0.15	45164.9	-0.341945	-1.35355	0
scaffold165_651053	651053	651053	0.25	26348.1	0.075	44095.4	-0.514959	-1.75833	0
scaffold165_651065	651065	651065	0	26355.3	0.15	32152.8	-0.19883	-1.01872	0
scaffold165_651081	651081	651081	0.175	24774	0.075	32855.8	-0.282335	-1.21409	0
scaffold165_651086	651086	651086	0.25	20882.8	0.075	30532.4	-0.379862	-1.44226	0
scaffold165_651089	651089	651089	0.25	20882.8	0.075	30532.4	-0.379862	-1.44226	0
scaffold165_651100	651100	651100	0.45	13730.5	0.475	18645.8	-0.306	-1.26946	0
scaffold165_651104	651104	651104	0.25	13731.5	0.075	19258.2	-0.338244	-1.34489	0
scaffold165_651114	651114	651114	0.3	11674.6	0.425	14585.2	-0.222589	-1.07431	0
scaffold165_651118	651118	651118	0.225	15998.5	0.075	18718	-0.156993	-0.920841	0
scaffold165_651119	651119	651119	0.225	15998.5	0.075	18718	-0.156993	-0.920841	0
scaffold165_651131	651131	651131	0.45	19243.6	0.5	20277.4	-0.0523278	-0.675968	0
scaffold165_651365	651365	651365	0.175	28625.8	0.075	31255.6	-0.0878921	-0.759173	0
scaffold165_665056	665056	665056	0.2	31040.9	0.25	29789.4	0.0411502	-0.457268	0
scaffold165_665091	665091	665091	0.25	30707.3	0.2	31934.6	-0.0391899	-0.64523	0
scaffold165_805324	805324	805324	0.35	30186.9	0.425	30398.4	-0.00698178	-0.569877	0
scaffold165_805387	805387	805387	0.175	26110.2	0.05	28821.4	-0.0987902	-0.78467	0
scaffold165_805501	805501	805501	0.175	26110.2	0.05	28821.4	-0.0987902	-0.78467	0
scaffold165_805548	805548	805548	0.35	29501.7	0.425	30046.2	-0.0182872	-0.596327	0
scaffold165_834898	834898	834898	0.075	38406.5	0.075	40235.4	-0.0465193	-0.662378	0
scaffold165_834926	834926	834926	0.075	38406.5	0.1	39025.5	-0.0159863	-0.590944	0
scaffold165_834932	834932	834932	0.225	32555.5	0.175	33943.9	-0.041764	-0.651253	0
scaffold165_834946	834946	834946	0.075	44681.5	0.075	43994.2	0.0155026	-0.517273	0
scaffold165_847522	847522	847522	0.05	46942.5	0.05	45046.7	0.041224	-0.457095	0
scaffold165_875113	875113	875113	0.025	47410.4	0.075	42446	0.11061	-0.294761	0
scaffold165_875126	875126	875126	0.075	41031.9	0.075	35950.8	0.132198	-0.244253	0
scaffold165_875163	875163	875163	0.075	36499.4	0.275	22483.5	0.484514	0.58002	0
scaffold165_875354	875354	875354	0.275	24278.5	0.1	18935.7	0.248542	0.0279434	0
scaffold165_875380	875380	875380	0.075	24375.9	0.25	19167.6	0.240375	0.00883601	0
scaffold165_875392	875392	875392	0.3	25152.7	0.2	21578.2	0.153285	-0.194919	0
scaffold165_887530	887530	887530	0.525	18378.3	0.5	15327.8	0.181502	-0.128902	0
scaffold165_887599	887599	887599	0.125	18306.8	0.15	12561.7	0.376622	0.327598	0
scaffold165_887610	887610	887610	0.05	20517.7	0.15	12097.4	0.528291	0.682441	0
scaffold165_887791	887791	887791	0.15	18465.7	0.175	10260.4	0.587625	0.821258	0
scaffold165_887827	887827	887827	0.025	18458.8	0.275	9975.83	0.615377	0.886186	0
scaffold165_887852	887852	887852	0.05	18259.5	0.05	14923.6	0.201744	-0.0815446	0
scaffold165_887875	887875	887875	0.15	19884.5	0.175	16436	0.190465	-0.107933	0
scaffold165_909505	909505	909505	0.025	21814.6	0.075	17488	0.221067	-0.0363367	0
scaffold165_909579	909579	909579	0.025	21031.9	0.075	15032.5	0.335828	0.232157	0
scaffold165_909754	909754	909754	0.05	16784.7	0.175	10281.4	0.490134	0.593169	0
scaffold165_909794	909794	909794	0.05	15405	0.075	9098.56	0.526574	0.678423	0
scaffold166_69028	69028	69028	0.2	23590.5	0.45	19312.3	0.200099	-0.0853932	0
scaffold166_135957	135957	135957	0.1	30664.9	0.1	31681.5	-0.0326139	-0.629845	0
scaffold166_188948	188948	188948	0.475	21628.2	0.325	25315.1	-0.157406	-0.921807	0
scaffold166_188977	188977	188977	0.8	20082.4	0.45	21698.7	-0.0774087	-0.734647	0
scaffold166_194628	194628	194628	0.225	18984.7	0.15	25334.3	-0.288522	-1.22856	0
scaffold166_194690	194690	194690	0.35	21831	0.325	25309.3	-0.147839	-0.899424	0
scaffold166_228891	228891	228891	0.4	24238.6	0.375	28883	-0.175304	-0.963681	0
scaffold166_228934	228934	228934	0.1	31254.4	0.025	47698.9	-0.422746	-1.54259	0
scaffold166_256563	256563	256563	0.675	26929.7	0.35	39542.8	-0.384153	-1.4523	0
scaffold166_256567	256567	256567	0.15	21074.6	0	38301	-0.597409	-1.95123	0
scaffold166_256571	256571	256571	0.675	21155.2	0.35	38299.2	-0.593542	-1.94219	0
scaffold166_256612	256612	256612	0.15	19533.7	0.05	39617.8	-0.707137	-2.20795	1
scaffold166_257590	257590	257590	0.575	22193.6	0.35	40251.7	-0.595349	-1.94641	0
scaffold166_269779	269779	269779	0.15	28387.2	0	51064.3	-0.587148	-1.92723	0
scaffold166_269904	269904	269904	0.15	28387.2	0	51064.3	-0.587148	-1.92723	0
scaffold166_269910	269910	269910	0.15	28387.2	0.05	49725.6	-0.560583	-1.86507	0
scaffold166_269949	269949	269949	0.4	23427.6	0.075	50402.2	-0.766119	-2.34594	1
scaffold166_318830	318830	318830	0.15	27545.2	0.075	51129.7	-0.618537	-2.00066	1
scaffold166_318857	318857	318857	0.15	27545.2	0.075	51129.7	-0.618537	-2.00066	1
scaffold166_319098	319098	319098	0.15	25052.7	0	51148.4	-0.71375	-2.22342	1
scaffold166_319107	319107	319107	0.15	25052.7	0	51148.4	-0.71375	-2.22342	1
scaffold166_319110	319110	319110	0.125	24965.6	0.075	51129.7	-0.716866	-2.23071	1
scaffold166_319128	319128	319128	0.15	27691.1	0	54942.7	-0.685179	-2.15658	1
scaffold166_319129	319129	319129	0.15	27691.1	0	54942.7	-0.685179	-2.15658	1
scaffold166_319131	319131	319131	0.15	27691.1	0	54942.7	-0.685179	-2.15658	1
scaffold166_319132	319132	319132	0.15	27691.1	0	54942.7	-0.685179	-2.15658	1
scaffold166_319147	319147	319147	0.15	27691.1	0	54942.7	-0.685179	-2.15658	1
scaffold166_333929	333929	333929	0.675	22506.9	0.5	36265.8	-0.477055	-1.66965	0
scaffold166_333948	333948	333948	0.675	22506.9	0.475	35537.5	-0.456768	-1.62219	0
scaffold167_104166	104166	104166	0.15	9732.76	0.25	10998.3	-0.122245	-0.839545	0
scaffold167_104179	104179	104179	0.2	16934	0.025	18549.2	-0.0911023	-0.766684	0
scaffold167_104201	104201	104201	0.225	24623.2	0.125	19903.4	0.212799	-0.0556804	0
scaffold167_104214	104214	104214	0.1	47250.7	0.15	28290.8	0.51293	0.646502	0
scaffold167_132479	132479	132479	0.05	55115.8	0.15	34960.5	0.455217	0.511478	0
scaffold167_132502	132502	132502	0	55125.3	0.15	34960.5	0.455388	0.511878	0
scaffold167_132673	132673	132673	0.05	55115.8	0.15	34960.5	0.455217	0.511478	0
scaffold167_132741	132741	132741	0.05	55115.8	0.15	34960.5	0.455217	0.511478	0
scaffold167_239630	239630	239630	0.1	52487.3	0.05	35806	0.382457	0.341249	0
scaffold167_239662	239662	239662	0	52492.3	0.1	33776.3	0.440905	0.477993	0
scaffold167_239672	239672	239672	0.075	52424.8	0.05	33799.1	0.438945	0.473408	0
scaffold167_239673	239673	239673	0.075	52424.8	0.05	33799.1	0.438945	0.473408	0
scaffold167_239679	239679	239679	0.2	41154.2	0	33801	0.196837	-0.0930249	0
scaffold167_239711	239711	239711	0.1	41589.8	0.05	33799.1	0.207421	-0.0682627	0
scaffold167_239712	239712	239712	0.1	41589.8	0.05	33799.1	0.207421	-0.0682627	0
scaffold167_239717	239717	239717	0	41610.6	0.175	25142.1	0.503812	0.62517	0
scaffold167_239824	239824	239824	0.75	38969.9	0.375	19995.3	0.667294	1.00765	0
scaffold167_239855	239855	239855	0.65	37698.8	0.325	19992.8	0.634257	0.930357	0
scaffold167_239860	239860	239860	0.65	37698.8	0.325	19992.8	0.634257	0.930357	0
scaffold167_239872	239872	239872	0.75	39022	0.375	19991.3	0.668827	1.01124	0
scaffold167_239874	239874	239874	0.1	47674.9	0.05	29179.6	0.490936	0.595045	0
scaffold167_239906	239906	239906	0	52468.8	0.1	30885.8	0.529922	0.686256	0
scaffold167_409248	409248	409248	0.05	50218.2	0.075	30456.4	0.500081	0.616441	0
scaffold167_409249	409249	409249	0.1	44345.1	0.275	22583.8	0.67477	1.02514	0
scaffold167_409252	409252	409252	0.05	46075.2	0.075	22652.7	0.709997	1.10756	0
scaffold167_409298	409298	409298	0.05	46075.2	0.175	20132.6	0.827934	1.38348	0
scaffold167_409494	409494	409494	0.05	46075.2	0.1	20118.7	0.828626	1.3851	0
scaffold167_409502	409502	409502	0.1	44236.2	0.275	20239.7	0.781898	1.27578	0
scaffold167_409507	409507	409507	0.15	44630.6	0.075	22344.2	0.691852	1.06511	0
scaffold167_409520	409520	409520	0.225	52450.2	0.175	21296	0.901345	1.55523	0
scaffold167_409540	409540	409540	0.05	67572.3	0.25	21989.4	1.12264	2.07297	1
scaffold167_409581	409581	409581	0	73233.4	0.1	28504.3	0.943597	1.65409	0
scaffold167_445697	445697	445697	0.95	72068.6	0.425	23338.7	1.12751	2.08437	1
scaffold167_445703	445703	445703	0	72070.4	0.15	23610.8	1.11594	2.0573	1
scaffold167_445734	445734	445734	0.05	72068.6	0.45	22214.3	1.17688	2.19987	1
scaffold167_445763	445763	445763	0	72086	0.15	21393.4	1.21478	2.28854	1
scaffold167_445917	445917	445917	0	72086	0.15	22480.3	1.16522	2.17259	1
scaffold167_445938	445938	445938	0.05	72068.6	0.45	23257.9	1.13097	2.09246	1
scaffold167_445965	445965	445965	0.05	72068.6	0.275	25642.5	1.03337	1.86412	0
scaffold167_445970	445970	445970	0	75662.7	0.15	34388.9	0.788553	1.29135	0
scaffold167_471086	471086	471086	0.1	68867.8	0.05	39775.6	0.548935	0.730739	0
scaffold167_471090	471090	471090	0.05	72005.3	0.3	31828.3	0.816385	1.35646	0
scaffold167_507046	507046	507046	0	74258.5	0.1	36654	0.706029	1.09827	0
scaffold167_507051	507051	507051	0	74258.5	0.1	36654	0.706029	1.09827	0
scaffold167_507081	507081	507081	0.25	52457.2	0.325	26892	0.668168	1.00969	0
scaffold167_507106	507106	507106	0.05	49769.6	0.1	26976.9	0.612422	0.879272	0
scaffold167_507108	507108	507108	0.05	49769.6	0.1	26976.9	0.612422	0.879272	0
scaffold167_507122	507122	507122	0	50827.8	0.1	26976.9	0.633461	0.928495	0
scaffold167_507308	507308	507308	0	50827.8	0.1	26976.9	0.633461	0.928495	0
scaffold167_507339	507339	507339	0.25	49656.6	0.325	26894.1	0.613223	0.881146	0
scaffold167_507373	507373	507373	0.4	37516.4	0.2	26269.1	0.356387	0.280256	0
scaffold167_507376	507376	507376	0.05	54747.3	0.15	35590.1	0.430661	0.454027	0
scaffold167_525577	525577	525577	0.375	42334.5	0.375	32445.2	0.266051	0.0689072	0
scaffold167_665181	665181	665181	0	59170.2	0.1	41449.4	0.355945	0.279222	0
scaffold167_730939	730939	730939	0.025	56472.2	0.175	33600.8	0.519199	0.661169	0
scaffold167_730955	730955	730955	0.05	54216.3	0.175	33600.8	0.478431	0.565789	0
scaffold167_730970	730970	730970	0.025	55712.3	0.15	34257.6	0.486293	0.584183	0
scaffold167_730993	730993	730993	0.325	32476.2	0.2	23705.9	0.314786	0.182927	0
scaffold167_730996	730996	730996	0.125	24064	0.075	19589.9	0.205703	-0.0722822	0
scaffold167_731219	731219	731219	0.025	26223.7	0.15	20883.9	0.227688	-0.0208463	0
scaffold167_731224	731224	731224	0.1	22782.1	0.3	18098.9	0.230124	-0.0151471	0
scaffold167_731244	731244	731244	0.325	24705.3	0.2	24150.5	0.0227122	-0.500405	0
scaffold167_762574	762574	762574	0.225	21241.1	0.225	20990.8	0.0118543	-0.525808	0
scaffold167_762622	762622	762622	0.125	21040.6	0.05	21398.9	-0.0168875	-0.593052	0
scaffold167_762644	762644	762644	0.125	21040.6	0.05	21398.9	-0.0168875	-0.593052	0
scaffold167_762662	762662	762662	0.15	21129.9	0.05	21354.5	-0.0105712	-0.578274	0
scaffold167_762835	762835	762835	0.35	14521.1	0.425	14006.7	0.0360634	-0.469169	0
scaffold167_762847	762847	762847	0.225	15838.2	0.1	16807.2	-0.0593829	-0.692474	0
scaffold167_762849	762849	762849	0.075	16431.7	0.225	16200.6	0.0141633	-0.520406	0
scaffold167_762886	762886	762886	0.375	14288	0.4	13244.4	0.075852	-0.37608	0
scaffold167_762887	762887	762887	0.1	20080.3	0	18547.3	0.079414	-0.367746	0
scaffold167_762929	762929	762929	0.05	24791.2	0.225	18537.5	0.290693	0.126559	0
scaffold167_784141	784141	784141	0	26091.8	0.1	20582.5	0.23718	0.00136103	0
scaffold167_784166	784166	784166	0.35	15616.4	0.425	12772.7	0.20101	-0.0832618	0
scaffold167_784181	784181	784181	0.3	15083.6	0.325	12283.1	0.205385	-0.0730261	0
scaffold167_784233	784233	784233	0.4	11093.2	0.425	9727.48	0.131378	-0.246172	0
scaffold167_784436	784436	784436	0	14525	0.1	13239	0.0927079	-0.336644	0
scaffold167_784461	784461	784461	0	14525	0.1	13239	0.0927079	-0.336644	0
scaffold167_784473	784473	784473	0	14525	0.1	13239	0.0927079	-0.336644	0
scaffold167_784481	784481	784481	0.375	14176	0.375	14901.3	-0.0499031	-0.670295	0
scaffold167_784496	784496	784496	0.025	21906	0.075	22030.9	-0.00568343	-0.566839	0
scaffold167_784507	784507	784507	0	22741	0.125	24660.3	-0.0810268	-0.743111	0
scaffold167_897401	897401	897401	0.5	15068.1	0.125	25729.5	-0.535063	-1.80537	0
scaffold167_897421	897421	897421	0.3	10714.1	0.2	21562.9	-0.699416	-2.18989	1
scaffold167_897423	897423	897423	0.225	9062.79	0.1	21538.1	-0.865647	-2.5788	1
scaffold167_897439	897439	897439	0.6	9404.17	0.275	21682.4	-0.835345	-2.5079	1
scaffold167_897443	897443	897443	0.275	11750.8	0.2	22799.1	-0.662795	-2.10421	1
scaffold167_897445	897445	897445	0.275	11750.8	0.2	22799.1	-0.662795	-2.10421	1
scaffold167_897451	897451	897451	0.275	11724.3	0.2	22799.1	-0.665059	-2.10951	1
scaffold167_897460	897460	897460	0.275	11745	0.2	22806.8	-0.663631	-2.10616	1
scaffold167_897463	897463	897463	0.275	11745	0.2	22806.8	-0.663631	-2.10616	1
scaffold167_897464	897464	897464	0.275	11745	0.2	22806.8	-0.663631	-2.10616	1
scaffold167_897478	897478	897478	0.275	11745	0.2	22806.8	-0.663631	-2.10616	1
scaffold167_897480	897480	897480	0.275	11745	0.2	22806.8	-0.663631	-2.10616	1
scaffold167_897617	897617	897617	0.275	11745	0.2	22806.8	-0.663631	-2.10616	1
scaffold167_897619	897619	897619	0.275	11745	0.2	22806.8	-0.663631	-2.10616	1
scaffold167_897624	897624	897624	0.275	11727.4	0.2	22800.2	-0.664843	-2.109	1
scaffold167_897629	897629	897629	0.275	11727.4	0.2	22800.2	-0.664843	-2.109	1
scaffold167_897647	897647	897647	0.275	11727.4	0.2	22800.2	-0.664843	-2.109	1
scaffold167_897659	897659	897659	0.275	11724.8	0.2	22799.2	-0.665023	-2.10942	1
scaffold167_897660	897660	897660	0.275	11724.8	0.2	22799.2	-0.665023	-2.10942	1
scaffold167_897669	897669	897669	0.275	13300.6	0.2	23706.3	-0.577932	-1.90566	0
scaffold167_897673	897673	897673	0.1	13135.3	0	23708.9	-0.590546	-1.93518	0
scaffold167_897685	897685	897685	0.275	14114.9	0.2	23706.3	-0.518511	-1.76664	0
scaffold167_916207	916207	916207	0.175	13596.8	0	26794.3	-0.678357	-2.14062	1
scaffold167_916222	916222	916222	0.175	8322.77	0.175	17121.7	-0.72135	-2.2412	1
scaffold167_916252	916252	916252	0	8369.28	0.125	12160	-0.373583	-1.42757	0
scaffold167_916276	916276	916276	0.1	8022.41	0	12201.1	-0.419284	-1.53449	0
scaffold167_916295	916295	916295	0.1	6591.42	0	12184.5	-0.614394	-1.99097	0
scaffold167_916447	916447	916447	0.1	6591.42	0	12184.5	-0.614394	-1.99097	0
scaffold168_32307	32307	32307	0.15	24101.9	0.05	44402.3	-0.611001	-1.98303	0
scaffold168_130109	130109	130109	0.2	27651	0.05	45238.9	-0.492297	-1.70531	0
scaffold168_130369	130369	130369	0.175	30916	0	46727.6	-0.413061	-1.51993	0
scaffold168_130408	130408	130408	0.175	30916	0	46727.6	-0.413061	-1.51993	0
scaffold168_130419	130419	130419	0.175	30916	0	46727.6	-0.413061	-1.51993	0
scaffold168_242142	242142	242142	0.3	31818.8	0.2	39030.9	-0.204296	-1.03151	0
scaffold168_242169	242169	242169	0.15	36063.5	0.2	39163.8	-0.0824721	-0.746493	0
scaffold168_242182	242182	242182	0.15	36063.5	0.5	32537.3	0.102893	-0.312815	0
scaffold168_242186	242186	242186	0.15	36063.5	0.5	32537.3	0.102893	-0.312815	0
scaffold168_260233	260233	260233	0.15	36960.5	0.05	44777.6	-0.191859	-1.00241	0
scaffold168_265329	265329	265329	0.175	34370.1	0.075	42109.6	-0.203088	-1.02868	0
scaffold168_265339	265339	265339	0.175	34370.1	0.075	42109.6	-0.203088	-1.02868	0
scaffold168_265558	265558	265558	0.525	24369	0.2	33566.5	-0.320218	-1.30272	0
scaffold168_265610	265610	265610	0.175	40143.9	0.075	43612	-0.0828614	-0.747404	0
scaffold168_338505	338505	338505	0.025	47631.2	0.075	42810	0.106716	-0.303871	0
scaffold168_338520	338520	338520	0.025	47631.2	0.075	42810	0.106716	-0.303871	0
